gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
SmLINC119479-IBu	0	0	0	0.36	0.63	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC119483-IBu	0.27	0	0	0	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119480-IBu	0.39	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0
SmLNCA119486-IBu	8.5	0.18	0.31	0	0.3	0.29	3.04	0.97	0	0	0.52	1.29	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119487-IBu	16.95	37.62	23.53	3.84	3.27	19.59	3.35	2.5	9.17	9.36	9.81	4.38	28.47	33.93	33.95	17.38	10.61	9.87	6.21	10.85	7.78	2.27	5.45	5.04
SmLINC119492-IBu	15.13	0.39	0	2.26	1.49	0.25	0.43	0	0	1.36	0.22	0.35	0	0	0	1.45	1.48	0.12	0.4	0	0	3.05	1.59	1.75
SmLINC119493-IBu	4.99	0	0.15	1.13	0	2.35	0.22	1.49	0.71	0	0	0.68	0	0.68	0.34	1.11	0.68	3.41	0	0.46	0.56	1.37	0.67	1.23
SmLINC119503-IBu	2.08	0.28	0.55	0.1	0	1.61	0.18	0.22	0.06	0.07	0	0.4	0	0	0.19	0.13	0	0	0.26	0	0	0.04	0.04	0.05
SmLNCS119536-IBu	3.06	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.11
SmLINC119540-IBu	0	0	0	0.08	0	0.05	0	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0	0	0	0
SmLINC119541-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0.35	0.53	1.07	0	0	0	0	0.12	0
SmLINC100161-IBu	67.59	26.66	13.39	15.96	2.16	52.77	18.18	19.8	19.87	21.89	11.96	19.94	24.97	20.22	21.65	35.88	30.85	38.31	14.13	10.41	6	27.72	23.36	24.08
SmLINC101803-IBu	0.42	0.08	0	0.54	0.73	0.13	3.55	3.35	1.64	1.1	2.08	3.75	0	0	2.02	0.33	0	0.13	1.51	2.32	0	0	0.47	0.71
SmLNCA119547-IBu	0.82	4.89	8.65	1.97	15.49	3.16	6.61	3.93	1.14	0.38	1.37	1.96	1.39	1.9	2.14	0.85	1.11	0.28	3.15	5.12	7.05	1.02	1.95	0.78
SmLINC119567-IBu	5.58	0.16	0.2	1.87	0.85	5.88	0	0.12	1.27	0.68	0.7	0	5.29	0.85	1.03	0.1	0.12	0	1.03	0.57	1.22	0	0	0
SmLINC119568-IBu	3.23	0.56	1.42	0.51	0	1.18	1.02	1.8	0.14	0.35	0.05	1.14	0	0	0.3	0.1	0.04	0.04	0	0.2	0.12	0.11	0	0
SmLINC119571-IBu	1.58	0.57	2.97	1.43	1.67	1.63	0.48	0.5	0.73	1.2	1.4	0.23	0.31	0	0.93	0.11	0.13	0.02	0.43	0	0.38	0.07	0.07	0.17
SmLNCA119570-IBu	0.91	0	0.11	0.14	0	0.41	0	0.14	0.23	0.16	0	0.27	0	0	0	0	0	0.15	0	0	0	0	0	0
SmLNCA119596-IBu	12.72	1.03	1.55	1.55	0.14	1.08	1.11	0.91	0.64	2.03	0.25	0.73	0	0	0	0.5	0.41	0.31	0.5	0	0.3	0.09	0.26	0.52
SmLNCA101809-IBu	8.79	20.86	9.37	9.39	8.46	10.39	6.26	4.31	4.31	6.71	6.46	8.7	8.37	5.14	7.62	2.83	2.2	3.4	8.8	6.57	4.96	3.67	3.84	4.02
SmLNCA119608-IBu	0.74	0	0	0	0.67	0	0	0.4	0.24	0	0	0.26	0	0.89	0	0.77	1.13	0	0	0	0	0	0.19	0
SmLNCA119609-IBu	0	0.12	0.17	0.16	0	0.13	0.49	1.27	0.26	0	0	0.28	0	0	0	0.43	1.21	1.43	0.32	0	0	0.58	0.61	0.67
SmLNCA119611-IBu	0	0.1	0.28	0.22	0	0.04	0	0.24	0	0	0.38	0.21	0	0	0	0	0.2	0.26	0.46	0	0	0.69	0.51	0.8
SmLINC119637-IBu	0	0	0	0	0	0	0.22	0	0	0	0	0.18	0.59	0	0.59	0.14	0.17	0	0.81	0	0.98	0	0	0
SmLINC101811-IBu	0.2	0.02	0.02	0.04	0	0.07	0.32	0.22	0.16	0.2	0.08	0.61	0.12	0.49	0.25	0.51	0.27	0.35	0.17	0.51	0	0.24	0.03	0.14
SmLINC119638-IBu	0	0	0	0	0	0.04	0	0	0	0	0	0	0.71	0.7	0	0.66	0.84	1.46	0.97	0	0.59	2.75	1.82	0.85
SmLINC119642-IBu	0	0.37	0.34	0	0	0	0	1.23	0	0	0.88	0.36	0	0	0	0.48	0.32	1.54	0	0	0	1.1	0.82	0.95
SmLNCA119652-IBu	8.14	8.49	7.19	0.31	0	4.47	0	0	1.62	2.07	1.58	0	1.67	0.96	2.7	0.32	0.2	0	0.41	0.4	0	0.94	0	0
SmLNCA119654-IBu	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	0.3	0
SmLINC119658-IBu	0	0.08	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119659-IBu	43.45	56.11	51.32	19.23	13	16.41	27.97	27.74	17.51	24.22	17.1	25.28	23.02	12.32	23.83	5.37	4.53	6.01	12.94	14.53	14.67	5.01	5.27	6.51
SmLINC119660-IBu	0	0.21	0.22	0.49	0	0.26	0.44	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0.11	0.15	0	0
SmLINC119661-IBu	0.14	0	0.14	0	0	0.1	0	0.22	0	0	0.24	0.3	0	0	0	0	0.1	0	0	0.24	0.79	0	0	0
SmLNCA119665-IBu	7.07	0.45	0.69	1.68	0.21	3.42	0.7	0.75	0.97	0.63	0.8	0.95	1.18	0.8	1.86	1.01	1.14	1.18	0.87	1.1	1.12	1.25	0.87	1.13
SmLNCA119673-IBu	0.43	0	0.15	0	0	0.06	0.23	0	0.12	0.15	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0
SmLNCA119698-IBu	2.21	0	0	0	0	0.06	0.51	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC119706-IBu	0	0.26	0.41	0.63	0	0.43	0	0	1.72	1.66	0	0.54	0	0	0	0	0.24	0.24	0	0	0	0	0	0
SmLINC119713-IBu	2.03	3.82	1.76	0.11	0	0	0	0.74	1.98	0.73	2.75	1.32	1.19	2.03	0	0.41	1.58	1.16	1.85	1.84	1.14	0.82	1.05	0
SmLINC119714-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0.7
SmLINC119717-IBu	0.21	0.02	0.02	0.06	0	0.06	0	0.21	2.03	1.17	1.06	0	0	0.34	0	0	0	0	0	0	0	0.08	0	0
SmLNCA101823-IBu	0.21	0	0	1.34	0.32	4.91	2.21	1.59	1.31	0.32	0.35	1.01	0.79	1.56	2.37	0.3	0.13	0.44	0.55	0.54	0.58	0.06	0	0
SmLNCA119718-IBu	4.43	0.37	0.54	0.65	0.29	1.42	6.63	6.32	11.43	9.93	8.32	7.37	3.67	2.46	6.89	2.46	3.45	2.82	0.43	0.57	0.36	0.98	1.37	1.38
SmLNCA119741-IBu	1	0.28	0.26	0.1	0	0.16	0.23	0	0	0	0.24	0	0	0	0	0	0.05	0	0	0.12	0	0.04	0.13	0.1
SmLNCA101826-IBu	0.77	0.04	0	0.59	0	0.23	1.41	1.41	0.75	0	0.27	2.18	0	0	0.64	0.7	0.48	0.44	0	0	0	0.37	0.42	0.3
SmLNCA101828-IBu	0	0	0	0	0	0	0.99	2.14	0	0	0	0.98	0	0.7	0.77	0	0.17	0	0.47	0.44	0	0	0	0
SmLNCA101829-IBu	0.32	0.08	0.07	1.78	1.6	0.11	2.93	5.67	2.87	3.18	4.53	3.93	0.52	2.33	3.4	2.18	3.3	1.17	2.53	3.02	2.49	4.32	3.57	4.68
SmLNCA101831-IBu	0.01	0	0	0	0	0.23	0	0.25	0	0	0.12	0.79	0	0	0	0	0.43	0.21	0	0.33	0	0	0	0
SmLNCA101833-IBu	0.19	0	0	0	0	0	0.47	0	0.34	0.74	0	0	0	0	0	0.29	0	0	0.26	0	0	0	0.08	0
SmLNCA101835-IBu	0.09	0.23	0.6	0	0	0.42	0.3	0	0.41	1.47	0	0	1.47	0	0	0	0	0	0	0	1.54	0.3	0	0
SmLNCA119759-IBu	0.28	0.08	0.11	0	0	0.08	0.11	0.11	1.64	2.31	0.47	0	0	0	0	0	0	0	0	0	0.28	0	0	0
SmLNCA119760-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36	0	0.99	0.2	0	0.17
SmLNCA119764-IBu	0	0	0	0.77	1.31	0.25	0	0	0	0	0	0	0	0	0	0.13	0	0	0.95	0	1.77	0	0	0
SmLNCA119766-IBu	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	1.59	0	0.34	0.41	0
SmLNCA119767-IBu	0	0	0	0	0	0	0	0	0.9	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119768-IBu	0.33	0	0.13	0	0	0.03	0.58	0.36	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119769-IBu	0	0	0	0	0	0	0.13	0	0.39	1	0.96	0.15	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119770-IBu	1.87	0	1.54	0.47	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119771-IBu	1.7	0.03	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119777-IBu	1.37	0	0	0.11	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0.17	0.17	0
SmLNCA119778-IBu	3.32	5.35	2.66	3.51	6.35	0.42	0.8	0	2.3	4.19	3.5	0.45	2.8	1.55	3.52	0.82	0	0.82	1	0	0	0	0	0
SmLNCS119780-IBu	3.11	0.69	2.3	1.74	2.24	1.22	0.48	0.81	0.79	0.86	0.69	0.73	1.47	3.49	2.06	0.4	0.32	0.33	0.81	0.8	1.2	0.72	0.28	0.5
SmLNCA119788-IBu	1.54	0.48	0.23	0.44	0.5	0.63	0.78	1.08	1.92	1.19	1.03	0.66	2.66	1.05	3.53	0.92	1.05	1.22	0.86	0.36	0.58	0.55	0.34	0.78
SmLNCA119789-IBu	2.06	1.28	0.37	0.29	0.19	0.69	1.12	1.03	1.55	2.01	1.38	1.1	2.11	0.98	3.64	2.84	1.97	3.41	0.41	0.66	1.08	1.2	1.18	1.49
SmLNCA119793-IBu	0	0	0	0	0	0	0	0	0	0	0	0	622.97	44.84	52.25	0	0	0	180.66	181.37	249.22	0	0.2	0
SmLNCA119794-IBu	0	0	0	0	0	0	0	0	0	0	0	0	734.75	17.29	6.96	0	0	0	9.04	9.52	0	0	0	0
SmLNCA119795-IBu	0	0.02	0	0	0	0	0	0	0	0	0	0	0	11.71	0	0	0	0	28.06	73.91	30.15	0	0	0
SmLNCA119796-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81	0	0.61	18.5	22.61	35.38	49.48	38.34	25.14
SmLINC119797-IBu	8.37	0	0	0	0	0	9.7	9.55	15.78	19.16	12.43	5.58	9.97	0	8.78	2.49	4.3	1.46	16.19	28.38	12.27	1.19	2.61	10.15
SmLINC119798-IBu	4.72	21.68	19.14	27.63	60.19	13.14	5.23	12.03	32.77	22.73	17.53	7.84	8.79	0	26.6	7.75	4.88	8.41	3.75	3.28	16.31	14.16	8.97	10.63
SmLINC119799-IBu	1.52	0	0	0	0	0	0	0	2.25	4.01	0	0	0	0	0	0	0.86	0	0	0	0	3.36	1.41	1.24
SmLINC119800-IBu	3.66	2.35	2.42	0	0	0	3.53	6.23	1.91	0	7.15	1.14	0	5.45	0	0	1.23	3.14	0	3.89	0	0	2.49	4.26
SmLNCS119812-IBu	6.31	0.01	0.08	0.02	0	0.18	0.08	0.08	0.09	0.11	0	0.07	0	0	0	0	0	0	0.09	0	0	0.03	0	0
SmLNCA119823-IBu	0.31	0.15	0.21	0.34	0.36	0.11	0.2	0.08	2.54	3.05	1.9	0.15	0.09	0.18	0.09	0.04	0.03	0.05	0.07	0.19	0.23	0.04	0.09	0.05
SmLINC119824-IBu	1.18	0.06	0.15	0.29	0.16	0.72	0.39	0.58	3.24	3.83	2.13	0.61	2.4	1.72	1.76	1.45	1.19	1.15	0.36	0.18	0.45	0.2	0.3	0.25
SmLINC119826-IBu	1.34	3.2	1.12	0	0	0.12	0.11	0.2	0.79	1.11	1.01	0.09	0	0.32	0	0.07	0	0	0	0	0	0	0.08	0
SmLINC119827-IBu	0.63	0.16	0.28	0.12	0	0.11	0.26	0.19	2.03	2.85	0.86	0.07	0.35	0.26	0.44	0.25	0.23	0.24	0.1	0.05	0.22	0.13	0.12	0.09
SmLNCS119829-IBu	1.68	0	0	0	0	0.06	0	0	0	0.25	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC119833-IBu	2.72	4.86	1.65	1.97	0.83	1.6	1.66	0.98	0	0	0.21	1.05	0.57	0.56	0	0	0.33	0	0	0.39	0	0.14	0	0
SmLINC000094-IBu	1.81	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0
SmLNCA119836-IBu	0.06	0.01	0	0.67	0.37	0.82	0.17	0.29	0.23	0.19	0.11	0.29	1.9	0.23	1.03	1.31	0.73	2.01	4.29	5.29	3.45	1.48	4.95	3.28
SmLINC119844-IBu	8.41	9.81	4.18	24.34	27.4	8.8	6.73	10.36	2.87	4.3	7.01	5.64	9.74	8.38	8.27	4.43	3.4	3.56	2.36	1.68	0	2.43	1.85	2.98
SmLINC119845-IBu	0	0.75	2.85	1.02	0	0.15	10.51	6.11	6.4	11.32	10.91	6.46	5.33	1.56	6.77	4.17	3.5	3.54	5.31	1.76	5.33	4.27	3.84	6.11
SmLINC119846-IBu	0.68	0.82	2.47	4.26	9.93	0.84	9.54	11.6	9.35	5.55	10.65	5.72	6.55	5.25	4.31	4.88	0.79	3.98	0	1.37	0	2.23	4.01	4.79
SmLNCA119852-IBu	0.93	0	0.01	0.16	0	0.28	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.07	0.12
SmLNCA119853-IBu	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	1.91	0	0	0	0.59	0	0	0
SmLNCA119854-IBu	0.15	0	0	0	0	0	0	0	0	0	0	0	0.61	1.2	1.81	1.24	0	1.7	0	0	0	0	0.12	0.09
SmLNCA119861-IBu	0.84	0.5	0.93	0.18	0	0.51	0	0.08	0.09	0.11	0	0	0	0	0	0.06	0	0.07	0	0	0	0	0	0
SmLNCA119864-IBu	0.25	28.54	19.64	0	0	0.36	0	0.46	0.49	0.61	1.28	0.85	0	0	0	0.25	0	0	0	0	0	0.27	0	0
SmLNCA119867-IBu	0.05	0.22	1.78	0.22	0	0.13	0.29	0.55	1.91	1.97	0.38	0.58	0.18	0	0.19	0	0	0	0.15	0.12	0.35	0	0	0
SmLNCA119868-IBu	0	0.49	1.65	0.99	0.38	0.31	0	0	0.31	1.23	0.32	0	0	0.22	0	0	0	0	0.2	0	0.76	0	0	0
SmLNCA119869-IBu	0.27	0	0.24	0	0	0.18	0	0	0.3	0.23	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA119870-IBu	0.29	0.03	0.22	0	0.01	0.5	0.12	0.22	0.35	0.51	0	0.17	0	0	0	0.13	0.05	0	0	0.4	0	0.13	0.04	0.1
SmLNCA119893-IBu	2.29	0.12	0.26	0.22	0.14	0.34	0.07	0	0.3	0.15	0.27	0.28	0	0	0	0.05	0.06	0.06	0	0	0	0.1	0.05	0.12
SmLNCA119911-IBu	8.36	2.68	2.85	3.11	0.67	2.46	8.37	4.67	2.25	2.45	2.51	6.07	3.42	0.84	1.75	0.51	1.5	0.43	1.74	1.74	0.7	0.93	1.28	1.09
SmLINC119915-IBu	2.8	0.47	0.47	0.53	0.23	0.82	2.57	2.78	0.75	1.04	2.13	2.65	1.34	2.06	2.37	2.65	1.8	2.82	0.82	0.91	1.33	1.63	1.5	1.76
SmLNCS119920-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.64	8.58	6.31	2.03	2.02	0.33
SmLINC119921-IBu	0.11	0	0	0.45	0	0.06	0.98	0.74	0	0	0	0.66	0	0	0	0.25	0.16	0.16	0	0.37	0	1.52	1.77	1.75
SmLINC119922-IBu	0.36	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	2.94	0.49	0.49	0
SmLNCA119923-IBu	1.49	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0
SmLNCA119953-IBu	2.27	0.44	1.46	0.46	0.33	2.9	0.39	0.32	0.45	1.09	0.22	0.3	0.34	0.42	0.2	0.75	0.62	0.56	0	0.37	0.22	0.24	0.29	0.42
SmLNCA119954-IBu	4.3	1.78	7.69	2.85	1.12	4.72	2.12	2.08	5.24	5.45	3.15	2.46	0.64	0.54	1.42	0.24	0.13	0.15	0.3	0.36	0.31	0.17	0.09	0.17
SmLNCA119955-IBu	3.22	0.33	0.67	1.42	0.18	2.1	0.24	0.22	0.62	1.17	0.25	0.33	0.57	0.24	0.91	0.81	0.73	0.92	0.39	0.39	0.26	0.73	0.84	0.61
SmLNCA119962-IBu	6.27	0.38	0.66	3.64	0.48	3.55	0.25	0.27	0.31	0.46	0.13	0.29	0	0	0.47	0.49	0.39	0.36	0	0.27	0	0.71	0.57	0.59
SmLNCA119967-IBu	1.66	0	0	0	0	0	0	0.45	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66
SmLNCA119968-IBu	0.4	0	0	0.72	0	0.2	0	0	0.43	0	0	0	0	0	0	0	0.29	0	0.65	0	0	0.25	0	0
SmLNCA119978-IBu	6.45	0.51	0.77	2.98	0.89	3.94	2.02	2.19	1.75	2	1.31	3.16	4.4	3.11	3.39	8.46	4.93	7.78	2.07	2	1.58	2.42	2.17	3.02
SmLNCS119993-IBu	1.68	0.16	0.36	0.61	2.55	0.34	0.16	1.34	1	0.82	0.65	0.27	1.83	0.45	3.2	0.31	0	0	0.63	0	0.38	0.11	0	0.26
SmLNCA119996-IBu	2.1	0.07	0.15	0	0	0	2.63	3.18	0	0	1.35	3.93	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC119997-IBu	0.11	0	0.04	0.36	0.12	0.02	0	0.09	1.06	1.34	0	0.08	0	0	0	0	0	0	0	0	0	0	0.07	0
SmLINC119998-IBu	0	0.06	0.07	1.63	1.4	0.5	0.85	1.46	2.74	2.12	2.39	0.7	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC120003-IBu	0.43	0.04	0.13	0.68	0	0.29	0.31	0	1.24	0.33	0	0.37	0.29	0	0.29	0.13	0	0.16	0	0	0.24	0	0	0
SmLNCA119999-IBu	0	0	0.18	0.18	0.31	0	0	0.22	1.15	0.5	1.19	0.08	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA120000-IBu	0.51	0	0	1.66	0	0	1.08	3.22	0.71	1.11	0.49	1.85	0	0	0	0	0	0.21	0	0	0	0	0	0
SmLNCA120001-IBu	0.11	0.18	0.25	0	0.85	0	0.14	0	0.77	0.36	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA120002-IBu	0	0	0.06	0.48	0	0.34	0	0	0	0.1	0.31	0	0	0	0	0	0	0	0	0	0	0	0.06	0
SmLINC120016-IBu	0	0.69	1.24	0.69	9.38	2.82	0	0.6	1.37	0	0	0	1.04	2.6	0	0	0	0	0	1.31	0	0	0.67	0
SmLINC120017-IBu	0	2.53	1.37	0.69	2.5	3.38	0.39	0	0.04	1.12	0	0	0	0	0	0.25	0	0	0	1.28	0	0	0	0.67
SmLINC120018-IBu	4.08	0.15	0.13	1.69	1.44	7.42	1.11	1.41	0.68	0.72	0.27	0.83	1.41	1.26	1.56	0.5	0.52	0.93	0.86	0.61	0.74	0.3	0.4	0.7
SmLINC120019-IBu	5.38	0.97	0.69	1.4	1.51	8.23	0.51	0.52	0.14	0.91	0.69	0.48	1.09	0.91	0	0.59	0.22	0.67	0	0.72	0.53	0	0.07	0.39
SmLINC120020-IBu	0	0.87	0.28	1.75	9.81	4.45	0	0	0.37	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0
SmLINC120022-IBu	0	0.23	0	6.2	14.99	6.94	1.89	0.62	1.04	0	0	0.65	1.1	0.33	0	0	0	0	0.53	0.12	0	0.25	0	0
SmLINC120025-IBu	0	0.04	0	0	0	0	0	1.42	0	0.43	0	0.58	0	0	0	0.36	0	0	0	0	0	0	0	0
SmLINC120027-IBu	0	0	0	0	6.28	0.52	0	0	0	0	0.53	0.78	0.45	0	0	0	0.32	0.61	0	0	0	0	0.76	0
SmLINC120030-IBu	0	0	0.13	0	0	0	0.45	0	0.41	0	0	0	0	0	1.37	0	0	0	0	0	0	0	0	0
SmLINC120032-IBu	0	0.02	0	0	0	0	0	0	0	1.78	0.84	0	0	0	0	0	0	0.38	0	0	0	0	0	0
SmLINC120034-IBu	1.73	0	0.12	1.32	0.77	1.82	1.29	0.98	0.28	0.34	0.27	0.44	0	0	0	1.27	0.4	0.8	0	0	0	0	0.87	0
SmLINC120035-IBu	0	0	0	0	0	0.22	0	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	1.21	0
SmLINC120036-IBu	0.78	0	0.09	0.64	0.84	0	0.33	0	0	0.64	0	0	0	0	0	0	0.13	0	0	0	0.39	0.95	0.31	0.55
SmLINC120037-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7	8.44	4.9	0.55	0	0.3
SmLINC120043-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	4.75	7.07	0.79	0	0
SmLNCA120038-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98	2.99	5.86	0	0	0
SmLNCA120039-IBu	0.71	0	0	0.06	0	0	1.15	0	0	0.51	0	0.66	0	0	0	0.01	0.47	0	0	0	3.38	0.24	0.34	0
SmLNCA120040-IBu	1.84	0	0.18	0.11	0	0.24	0	0	0.25	0	0	0	0	0	0.35	0.24	0.14	0.2	1.72	3.35	0.78	1.31	0.91	0.9
SmLNCA120041-IBu	0.64	0.06	0.04	1.29	0.46	1.05	0.56	0.92	0.15	0.54	0.29	0.6	0	0	0.41	0.2	0	0.29	0.53	0.53	0.65	1.17	1.46	1.72
SmLNCA120044-IBu	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	3.69	4.36	2.89	1.23	1.13	1.05
SmLNCA120045-IBu	0.78	0	0	0.89	0.63	0	1.1	1.06	0	0.74	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA120064-IBu	5.94	1.28	1.77	0.13	0	0.03	0.11	0.31	0	0.19	0.14	0	0	0	0	0	0.1	0	0	0	0	0	0	0
SmLINC120076-IBu	1.81	0	0.23	1.09	2.22	1.03	0.79	0.61	0.63	0.51	0	0.17	0	0	0	0	1.11	0.95	0	0	0	0.42	0	0.16
SmLINC120078-IBu	0	0	0	0.76	0	0	0	0.35	0	0	0	0	0.59	0	0	0.54	0	0	0	0	0	0	0	0
SmLINC120080-IBu	0	0	0	0	0	0.08	0.24	0	0	0	0	0.2	0	0	0	0	0.56	0	0	0.43	0	0	0.48	0
SmLINC120084-IBu	2.2	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0
SmLNCA120079-IBu	0	0	0	6.08	0	2.04	0.43	0.61	0	0.36	0	0.44	0	0	0	1.66	1.88	1.94	0	0	0	1.75	3.98	0.9
SmLNCA120082-IBu	2.24	0.05	0	1.47	4.84	0	0	0	0	0	0	0	1.31	1.29	1.72	0	0	0	0.16	1.75	0.73	0	0	1.07
SmLNCA120083-IBu	1.44	0.01	0.01	0.03	0	0.06	0	0	0.3	0	0	0	0.29	0	0	0	0	0.08	0.17	0	0	0.06	0	0
SmLINC120086-IBu	0	0	0	0.35	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	12.5	25.24	15.32	12.88
SmLINC120087-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.75	1.4	13.09	0	15.65	13.28	11.91
SmLINC120088-IBu	1.19	0	0	0	0	0.34	0	0.92	0.64	0	0.6	0	1.47	0	0	0	0.42	0	20.84	11.81	7.35	5.45	9.95	7.69
SmLINC120090-IBu	0.42	0	0.06	0	0	0.16	1.03	0.87	1.74	1.66	0	0.44	0	0	0	1.12	0	0	25.62	28.9	23.15	9.95	4.96	10.24
SmLINC120092-IBu	0	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0.57	0	0	11.79	17.52	12.37	5.14	4.89	3.74
SmLINC120094-IBu	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	2.08	7	0	2.28	3.59	2.03
SmLNCS120096-IBu	1.2	0	0	0.13	0	0.44	0	0	0.71	0	0.67	0	0.83	0	0	0.39	0	0.25	0	0	0	0	0	0
SmLINC120104-IBu	0	0	0	0	0	0	1.29	0.36	0.13	0.33	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA120106-IBu	1.29	0.04	0.04	0.33	0	0.23	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21
SmLNCA120110-IBu	0	0	0.13	0.27	0	0.09	0	0	0.21	0	0.41	0	0	0.54	0	0	0	0	0	0	0	0	0	0
SmLINC120113-IBu	0.31	0	0	0	0	0	0	0	0.32	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.23
SmLNCS101864-IBu	4.3	0	0.14	0	0	0.78	0	0	0	0	0	0	1.37	0	0	0	0	0	0	1.81	0	0	0	0
SmLNCA120115-IBu	2.63	0.06	0	3.34	2.4	3.08	1.22	0	2.56	2.07	0.46	0	0.59	1.03	1.24	5.9	11.18	6.32	2.89	1.57	1.21	8.9	13.39	6.96
SmLNCA120134-IBu	1.27	0.02	0.12	0.29	0.48	0.31	0.15	0.36	0.08	0.1	0.08	0.07	0	0.55	0.31	0.94	0.81	0.89	0	0.16	0.2	0.39	0.37	0.23
SmLINC120136-IBu	3.84	1.46	1.07	4.04	1.38	3.87	1.44	1.46	2.06	2.7	0.73	1.16	2.19	2.02	1.38	0.82	0.26	0	0.61	0.3	0.82	0.27	0.12	0.26
SmLINC120143-IBu	10.19	2.65	2.45	0.4	0	7.21	2.32	2.8	0.72	0.21	1	2.21	0	0	0.85	0	0	0	0	0	0	0	0	0.41
SmLINC120146-IBu	3.28	0	0.29	0	0	0	2.63	2.5	0.44	0.23	0	3.01	0	0	1.72	0	0	0.44	1.48	0	0.44	0.34	0	0
SmLINC120149-IBu	4.78	0.72	0.63	0.25	0.49	6.11	2.04	0.23	0	0	1.39	1.4	1.13	0.74	0	0.15	0.19	0	0	0.51	0	0	0.38	0
